,Comment,Username
2,"
Crazy! perhaps a bit too much time in that Californian sun.

A car with the steering wheel on the wrong side, will not make a convenient city runabout!
Not to mention and shipping costs and import duties will probably cost the same as several monthly car payments
 
","
Hairy Leafer
"
3,"
Well plenty of Chevys and Mustangs get imported with no trouble. You just need to get an estimate of taxes and duties from a shipping company. There are specialists around who can handle all the paperwork to import.

I wouldn't worry about the steering wheel on the other side - you get used to it.

But after all the cost, it might be cheaper and easier to get a Zoe/VW eUp or similar. As suggested above.

Or wait until Fiat release the new e500 in the UK, with some good PCP deals.
 
","
cah197
"
4,"Really? It’s a Fiat 500, not a Range Rover, what problems do you forsee with it being LHD?!
 
","
Kiltox
"
5,"
Sounds like a great idea, until you have an issue with the HV system and there is no one in the UK who has ever see one before... that would be my worry

So if you are the adventurous sort and don't mind the odd headache you will have a cheap and fun city runabout.

Like that car and want to keep it, do it, I had a mate who emigrated to Australia in the 80s and he took his beloved Daimler Sovereign Coupe there with him, the price I recall was higher than you are paying now! Bloke from work went to Australia a few years ago and took his RS4 with him exactly for the same reason.
 
","
Biffa
"
6,"
As it will be permanently imported it will have to be fitted with UK legal lights which may or may not be cheap to do. I know someone who got badly stung by this with a Jaguar which he though would save him money over UK prices but ended up being more expensive. I think there is also an import duty to pay unless it is over a certain age.
 
","
Gt6k
"
7,"
Import duty will be the biggest problem I reckon. Unless there’s some kind of exemption for bringing over your own personal car (which I doubt).
 
","
Kiltox
"
8,"
When importing a car from the America to the UK, you can do so completely tax free if you have owned the car for at least six months and have lived outside the EU for over 12 months.

If these criteria don’t apply then cars built in the EU are subject to £50 duty and 20% VAT, based on the amount you paid for the car, with those built outside of the EU coming in at 10% duty and 20% VAT.

Most cars that are over 30 years old will qualify for 5% import VAT and no duty when being imported, providing they haven’t been significantly modified from their original use and are not intended to be your daily driver.
 
","
Biffa
"
9,"
Always a good idea to get the pros and cons down on a piece of paper and cost against alternatives.
 
","
freddym
"
10,"It’s still a Fiat 500. I understand they are sold in the UK.
 
","
cah197
"
11,"
Indeed, note the bit above, given you were thinking of purchasing a second one, you really need to make sure it is going to fulfill the ownership criteria.

Biggest change at the back is a fog light, and not sure if the headlamps need replacing once you bring it over, but given the parts are likely shared with the UK 500 it should be easy enough to source them.
 
","
Biffa
"
12,"
Do it! 

There are lots of pros and cons here, but I expect that the reason you want it is more to do with the heart than the head. The main question for me would be if you have the time to do the research and paperwork etc, but it is a fun project and one that could be interesting.

p.s. Fancy bringing one over for me  Sounds perfect for bombing round town.
 
","
Panda
"
13,"roundabouts, lane changes, an increased chance on quiet roads that you might drive on the wrong side of the road, increased insurance costs, that reflect both increased collision risk and potential difficulty obtaining parts a fewer authorised repairers...

What advantages does bringing it over give you opposed to sourcing a local car?
 
","
Hairy Leafer
"
14,"
It’s not difficult to change lanes or navigate roundabouts in a small LHD car in the U.K.
 
","
Kiltox
"
15,"
Would it be considered rude to point out that Fiat are now taking orders for a much improved 500e to Europe & the UK for the 2021 model year?









New Fiat 500e hatchback: electric city car to cost £26,995 | Autocar


New hatchback version of reinvented electric-only city car now available to order in UK, joining convertible in expanded range




www.autocar.co.uk




 
","
WonkoTheSaneUK
"
16,"
Is it $5000 plus importation costs? or will it be more expensive than that?

So for an extra 20k you can have much improved..... I am assuming range, how much would that be per mile of additional and possibly un needed city car range.
 
","
Biffa
"
17,"
The California spec. Fiat 500e doesn't have rapid charging, but I suppose you already know that.
 
","
andrew*debbie
"
18,"...but it is easier in a rhd one!
If there was even a 1% increased risk of me doing harm to myself, a loved one or anyone else I wouldn't do it, but I'm not you.
If you have a strong emotional attachment to the car go for it
 
","
Hairy Leafer
"
19,"
Best to get an insurance quote too. Car is an oddball and some companies won't insure it.
 
","
andrew*debbie
"
0,"That’s just because it’s what you’re used to.
 
","
cah197
"
1,"Im sure you’re even less likely to cause harm if you take public transport instead, let’s ban cars!
 
","
Kiltox
"
2,"Ssssshh Boris might hear you...
 
","
Biffa
"
3,"He’s already banned petrol and diesel cars from 2030 hasn’t he? A shouty man on the Internet said he had so it must be true. Scrapping all those 2029 cars will be so wasteful ;-)
 
","
Kiltox
"
4,"
Imagine if you have just bought a range rover in 2029 with only 2,000 mile on it, that would be a terrible waste....

What is frightening is that people will believe this sh!t
 
","
Biffa
"
5,"if that were true manufacturers would only sell LHD cars made for the world market and save themselves a fortune on the basis we would soon get used to it.
 
","
Hairy Leafer
"
6,"Parallel parking is much easier though, just stick your head out the window to see the kerb 
 
","
cdlb
"
7,"
I agree with others that it really isn't a great idea. I can see why my neighbour bought a Corvette in Flordia and shipped it over here as a rare (in UK) and expensive car, but I wouldn't suggest doing it for something (if you excuse me) a bit mundane. Servicing and repairs would be a nightmare as not only the EV side but other parts are totally different - brake system, hvac, etc. 

If you aren't currently UK resident and have owned 6 months then you probably wouldn't have much to pay other than transport, but there is cost of IVA process with any required changes. And no, a USA Fiat 500e definitely can't use type approval of a EU petrol one!
 
","
proddick
"
8,"Yes.

The reason we have a wheel on the opposite side to which we drive is because we used to carry swords.
 
","
cah197
"
9,"The only downside is overtaking on single carriageways.

The easy solution is not to overtake. Or use your co-pilot.
 
","
cah197
"
10,"
I imported a Fiat from Jersey(!) in 1984. Apart from car tax & vat which I had to pay to the customs, the DVLC required a 'type approval certificate' from Fiat. This was pricey IIRC, and did not require any modifications at all. I certainly would not want to try the above with an American car.
 
","
Tandy0
"
11,"Yes there used to be a good weeze of importing 6 month old cars from Jersey to save money - presumably that loophole was closed?

For our friend the other side of the pond, Jersey is a Channel Island near France that is a British territory, is not part of the EU and has no VAT (sales tax)
 
","
proddick
"
12,"And Germany, as anyone who's served in the military or civil service over there will tell you.

The dealers would even order you one with a wheel on the wrong side. 
 
","
cah197
"
13,"
I am not sure about cars but when I imported second hand american motor homes I just had to get a mot test. I had to convert the brake flashers to indicators and got Amber lenses. Then two circuit to the rear one for the new brake lights and one for the fog light with an illuminated switch. 
The light conversion sounds complicated but actually you just cut the brake feed to the stalk and divert to the rear. 
Oh I almost forgot white indicators at the front need changing to Amber.
 
","
Rory166
"
14,"
Looks like you'll need a basic IVA:









Vehicle approval


Type approval, individual (IVA), motorcycle single vehicle approval, voluntary approval, certificate of initial fitness, accessibility approval, fees, forms, replacement certificates




www.gov.uk





Doesn't seem too hard.
 
","
cah197
"
15,"@Wastedspacer what is the situation with the 500e, are the indicators white, red or amber?

If they cannot be adjusted, pair of headlamps on ebay for the car are £40 each and if you had to change the rear lights £25 a each, add a fog light and you should be done!

Having had a look at some UK Fiat 500 and the 500e (Thanks ebay.com) the units look pretty much identical i.e. the lenses don't appear to be coloured differently

I wonder if the fog light button is a blank and wiring is behind it still!
 
","
Biffa
"
16,"Since they sell petrol 500 in the UK it should be simple to convert to UK spec and pass an IVA test.
 
","
Rory166
"
17,"
Parts vary more than you expect - I used to own a UK Citroen, whilst on holiday in France the rear light cluster was damaged. The French dealer did not have the UK part in stock so we fitted a French one and had to adjust the wiring loom in the car to get the sidelights to work. So someone now has a car which is half UK and half French wiring!
 
","
Blanik
"
18,"Thanks for the suggestion and certainly a good point, I did check some options out the last time we were there. Zoe's are ok but not so easy to manoeuver and certainly not as much of a fun ride as the 500e. The 500e is incredibly nimble, great visibility and easy to park, the Zoe was certainly comfortable and had decent visibility but seemed to have the turning circle of a double-decker! The other downside to the most reasonably priced Zoe's were the rental batteries. .
 
","
Wastedspacer
"
19,"Really, I was thinking having the steering wheel next to the side of the road you need to park might be an advantage 
 
","
Wastedspacer
"
0,"
Found this advisory suggesting import duties won't be an issue:

""If you have owned the vehicle for at least six months and lived outside of the EU for at least one year (185 consecutive days) and are moving back to the UK permanently, then you will not have to pay any import VAT or duty (which is nice.)In order to prove this we will require proof of US residency from at least one year ago, for example a utility bill, bank / mortgage statement and also proof of vehicle ownership from at least six months ago, for example an insurance certificate or title/registration document ""
 
","
Wastedspacer
"
1,"
Since we are considering moving back to the UK - then that would make a lot of sense - we could bring both cars back but the Fiat should be a lot more supportable.... and my wife would not want to drive LHD.
 
","
Wastedspacer
"
2,"It does seem that you are exempt so long as you can prove you have owned it for more than 6 months. The kicker is to get the exemption we have to be moving over permanently which we may be but waiting until this pandemic is put to rest first.
 
","
Wastedspacer
"
3,"Yes indeed - just a regular 1772 connection but it only take a couple of hours or so on our level 2, or overnight on standard mains to get to a full charge
 
","
Wastedspacer
"
4,"True - that might be a showstopper - our current insurance company might not be that creative.
 
","
Wastedspacer
"
5,"Luckily it came with amber flashers 
 
","
Wastedspacer
"
6,"No, not rude at all, looking at the layout and specs, it would certainly be a familiar car and if the price is reasonable with incentives along with the considerably better 199 mile range, DC Fast charge and equipment improvements it might be perfect. I'd still be tempted to bring over the old 500e as a project car though ... great thoughts ... have to see what the missus says 
 
","
Wastedspacer
"
7,"I drive too slowly to overtake 
 
","
cdlb
"
8,"UK incentives constist solely of £3000 off the sticker price, and £350 off the sticker price of an L2 charger.
As the article says, that £26,995 price is after incentives. However, several electricity suppliers here have cheap tariffs specifically for EV owners.
 
","
WonkoTheSaneUK
"
9,"
While it would be cool to bring across a Fiat 500e, i think the practicalities would make it more hassle than it's worth:

1. As mentioned, insurance might be an issue and could cost a lot.
2. I believe the vehicle will still need to pass an IVA (Individual Vehicle Approval) prior to being registered in the UK - this is more cost and hassle.
3. Once you have it in the UK, if something goes wrong you might be stuck for quite a while to get parts.

Once you add up all the various expenses, I think you would be better to pick up a second hand Nissan Leaf in the UK - it will probably cost you a lot less in both money and stress!
 
","
tophatron
"
0,"
Hi there 

I have ordered a fiat 500e icon on lease which will come in march, i had ordered a 208 gt premium petrol but they have had a recall on the car and delivery will be god knows when and i need to make sure i had a car for when my current lease went back end of march to start/mid april.

So i took the plunge as i wanted a EV (i do not drive far tbh) and this car was really the only one i could afford at the time i ordered it about a week ago.....other cars have prices raised ALOT and alot of cars and petrol ones have 8 weeks delivery some i have seen 6 months wait lol.

Anyway for the time being i will not be getting a home charger as the prices of them are ridiculous, i am sure they are charging way way over the odds for them, 700-1200. there have been a few for 549 etc but these are with the grant off WHICH if i tried to order now would be too late anyway as they do not have slots for instillation before the grant ends and so id be paying full price....literally can not afford it, plus i am pretty sure we would need something upgraded with the main fuse too.

I plan on using public chargers, there is a pub near me that has a free 50kw charger long as you are in the pub, me and my friend meet once a month for fee and usually in there atleast 3 hrs talking so it should give decent range, and there are others locally that you pay for but still cheaper than petrol.

i do not mind using a granny cable at home for inbetween tbh.

anyway the question is what cables come with the car, as in the description it just stays ....Charging Cable - Mode 3 

would that be the 7kw one where you can either plug it into a home wall charger and public chargers that are 7kw, do you get the granny cable at all as i do not fancy paying £170 for one.

many thanks
 
","
Mark25810
"
1,"
Mode 3 is the granny cable. See my earlier thread on this as its confusing. After Aug last year, any order placed on the fiat system, regardless of trim level, will come with the 'faster' charge cable. However, sounds like you have ordered a 'stock car' so it may well have been ordered before Aug. I placed order with dealer in Sept for Nov delivery, but the original order was put on the system in May, so didn't come with the 2nd cable as standard. The dealer had led me to believe the 2nd cable would be included, so in my case they provided the cable free of charge.
 
","
LaserTam
"
2,"Just checked online and when I type fiat mode 3 charging cable it only chose the one you can use at public chargers or a home charger not the home plug socket one :/
 
","
Mark25810
"
3,"Suggest you ring and ask then
 
","
LaserTam
"
4,"
Just did and it is indeed the one you use at public chargers or home wallboxes
 
","
Mark25810
"
0,"
just got a brand new 500e (passion model) and i have the app and can turn lights on, switch climate on etc ... should it also show tyre pressures, currently battery levels etc ... ? like it does on the advert ? 

any help would be greatly appreciated as i am pulling my hair out .... and the dealership are about as much use.
 
","
bighardyfamily
"
1,"
I have also just collected my Passion, so I feel your pain because I had the same issue.

However, after following some advice, I have now got the battery level indicator on the app. The resolution is to create a charge schedule on the car system (not the app). And then the battery state appears on the app.

However, I have not got tyre pressures either. Not sure how to resolve that one.
 
","
LaserTam
"
2,"
Great news, will give that a go tonight - why is this so difficult ! 

Thanks for the help .....
 
","
bighardyfamily
"
3,"It seems there have been a fair few issues with the software on these cars. Nothing I've heard actually stops you being able to use it, but are just a bit of an inconvenience/annoying.
 
","
LaserTam
"
4,"
I empathise . Had similar issues . My dealer was useless and I turned to Fiat Customer Services for issues . Yes software problems do continue . eg. I frequently have to to reset the radio to get the live traffic information to show on the navigation system. 
I love the car and using more than I expected as this is our town car. Usually charge at home on Octopus Go , but do use free chargers at retail centres where/when available.

La Prima , Electric sunroof ,Winter Pack , Alarm
 
","
Cinquecento
"
5,"
1 week owner of a 500 La Prima, we love it. Same issues re above contacted Fiat by email still waiting......Tried schedule tip, worked immediately, battery level now on app. Thanks for the heads up
 
","
Bobbybarlow
"
6,"
I'm getting the tips from the Fiat 500e UK Facebook group. Might be worth joining.
 
","
LaserTam
"
7,"
Thanks for that, just joined up the Facebook group.
 
","
Cinquecento
"
8,"Good morning! Would you be able to share the link for the page on Facebook please? I can’t seem to find it. Thank you
 
","
Sofiak
"
9,"It's called Fiat 500 Electric UK
 
","
LaserTam
"
10,"Thank you! Got it 
 
","
Sofiak
"
11,"








Fiat 500 Electric UK | Facebook


A free UK based club to discuss the new Fiat 500 Electric - from ordering to ownership and to share advice and support.




www.facebook.com




A useful group
 
","
Cinquecento
"
12,"Hi, two months on, sorry, we have a LaPrima purchased in August last year. As I spent 35 years in the motor trade, a Fiat dealership being one of them. I have found many things which aren't in the so called handbook. The vehicle has been plagued with issues so it's more than likely Iv'e come across most of the problems that are thrown up . Let me know..
 
","
Yerman
"
13,"Hi, I am looking to swap the wifes car from a kia picanto to the fiat 500 electric Red edition. I am used to electric as i have had an Ipace for the last year. Does the fiat have programmable pre conditioning so the the heater comes on at a set time each day, can it be set via an app and manually in the car ?
My ipace has a heated screen but i have never used it as i set preconditioning every day before going to work, would this work the same in the fiat ?
Due to the wife wanting red interior, she cannot have heated seats, no idea why but there you are, so it would be an extra £300 just for the heated wipers, are these any good, and if the car pre conditions, do you need them.
Cheers if you can assist.
 
","
Bedworth147
"
14,"Charging schedule not needed for battery level, I've never had timer set but have always had battery indicator.
Has worked better since 17.01.2021 when it released update. Try reinstalling app.
 
","
Yerman
"
15,"You select cabin conditioning from app, just make sure heat left at temperature you require when leaving vehicle.
 
","
Yerman
"
16,"You shouldn't need heat to wipers as the cabin heat should defrost this.
 
","
Yerman
"
17,"
Yes you can pre-condition the interior by using the Fiat App. I have the winter pack , seats are good
 
","
Cinquecento
"
0,"
Apologies if I've missed a thread on this, but I couldn't find one.

The new Fiat 500e has been revealed and to me it looks like a very appealing prospect. Good looks, a much better interior than the current 500 and decent specs (including a 42kWh battery).









Fiat 500 Review 2022


Read the definitive Fiat 500 2022 review from the expert What Car? team. Check specs, prices, performance and compare with similar cars.




www.whatcar.com





The prices sound keen and I think it would make a great alternative to the Mini Cooper SE and Honda e.








 
","
tophatron
"
1,"
£29,000 after the grant?

I guess this is the new normal for electric super-minis?
 
","
cah197
"
2,"
That appears to be the price for the ""loaded"" first editions (which is another general trend for car launches), they seem to be targeting a £21-25k figure for the regular models (including the £3k grant).
 
","
tophatron
"
3,"
We are looking at a car for my wife, and it was between the Mini e and the Honda e, but I think we will wait and look at the Fiat 500 e convertible, she already has a Mini convertible. Once the lower costs are revealed, then I cannot see why if you are after a small car, you would choose the more expensive, shorter range cars (Mini and Honda e)
 
","
Mickeypeach
"
4,"
Yeah, they seem to have pitched it pretty well. Will be interesting to see if the usual Fiat discounts are available too...
 
","
tophatron
"
5,"If the US version is anything to go by, there will be. Seeing as FCA need to sell every EV they can to offset their fleet emissions on things like Jeeps and Maseratis.
 
","
cah197
"
6,"





 
","
E7EV
"
7,"
Pricing now announced. Looks quite reasonable:









The New Fiat 500 Electric: Three Types, Two Battery Options


Fiat recently introduced its third body version of the new 500 model - the 3+1, with small rear doors - which will join the hatchback and cabrio.




insideevs.com




 
","
cah197
"
8,"
The 24kWh battery in the lowest model is a bit disappointing as it plays into the ""too little range for the price"" narrative that's surrounded cars like the Honda e and Mini Cooper SE. The 42kWh models look good though and the prices are reasonable, especially if they get the usual Fiat discounts... 
 
","
tophatron
"
9,"
Would this be the first official EV soft-top?
 
","
WonkoTheSaneUK
"
10,"Smart is already available in soft top.



tophatron said:



The 24kWh battery in the lowest model is a bit disappointing as it plays into the ""too little range for the price"" narrative that's surrounded cars like the Honda e and Mini Cooper SE. The 42kWh models look good though and the prices are reasonable, especially if they get the usual Fiat discounts... 

","
proddick
"
11,"Hopefully they will offer ridiculous deals to offset all those Jeep, Maserati and Ferrari sales!

Instead of paying money to Tesla. 
 
","
cah197
"
12,"Now that sounds like a great idea! 
 
","
tophatron
"
13,"They haven't said they will join Tesla pool for 2021 so I think you will be correct 

I guess Jeep PHEV will help them too 
 
","
proddick
"
14,"They must be banking on mega electric 500 sales then.
 
","
cah197
"
15,"Still 1.67x Supercredit in 2021 so selling BEVs is their best strategy...
 
","
proddick
"
0,"
just got a brand new 500e (passion model) and i have the app and can turn lights on, switch climate on etc ... should it also show tyre pressures, currently battery levels etc ... ? like it does on the advert ? 

any help would be greatly appreciated as i am pulling my hair out .... and the dealership are about as much use.
 
","
bighardyfamily
"
1,"
I have also just collected my Passion, so I feel your pain because I had the same issue.

However, after following some advice, I have now got the battery level indicator on the app. The resolution is to create a charge schedule on the car system (not the app). And then the battery state appears on the app.

However, I have not got tyre pressures either. Not sure how to resolve that one.
 
","
LaserTam
"
2,"
Great news, will give that a go tonight - why is this so difficult ! 

Thanks for the help .....
 
","
bighardyfamily
"
3,"It seems there have been a fair few issues with the software on these cars. Nothing I've heard actually stops you being able to use it, but are just a bit of an inconvenience/annoying.
 
","
LaserTam
"
4,"
I empathise . Had similar issues . My dealer was useless and I turned to Fiat Customer Services for issues . Yes software problems do continue . eg. I frequently have to to reset the radio to get the live traffic information to show on the navigation system. 
I love the car and using more than I expected as this is our town car. Usually charge at home on Octopus Go , but do use free chargers at retail centres where/when available.

La Prima , Electric sunroof ,Winter Pack , Alarm
 
","
Cinquecento
"
5,"
1 week owner of a 500 La Prima, we love it. Same issues re above contacted Fiat by email still waiting......Tried schedule tip, worked immediately, battery level now on app. Thanks for the heads up
 
","
Bobbybarlow
"
6,"
I'm getting the tips from the Fiat 500e UK Facebook group. Might be worth joining.
 
","
LaserTam
"
7,"
Thanks for that, just joined up the Facebook group.
 
","
Cinquecento
"
8,"Good morning! Would you be able to share the link for the page on Facebook please? I can’t seem to find it. Thank you
 
","
Sofiak
"
9,"It's called Fiat 500 Electric UK
 
","
LaserTam
"
10,"Thank you! Got it 
 
","
Sofiak
"
11,"








Fiat 500 Electric UK | Facebook


A free UK based club to discuss the new Fiat 500 Electric - from ordering to ownership and to share advice and support.




www.facebook.com




A useful group
 
","
Cinquecento
"
12,"Hi, two months on, sorry, we have a LaPrima purchased in August last year. As I spent 35 years in the motor trade, a Fiat dealership being one of them. I have found many things which aren't in the so called handbook. The vehicle has been plagued with issues so it's more than likely Iv'e come across most of the problems that are thrown up . Let me know..
 
","
Yerman
"
13,"Hi, I am looking to swap the wifes car from a kia picanto to the fiat 500 electric Red edition. I am used to electric as i have had an Ipace for the last year. Does the fiat have programmable pre conditioning so the the heater comes on at a set time each day, can it be set via an app and manually in the car ?
My ipace has a heated screen but i have never used it as i set preconditioning every day before going to work, would this work the same in the fiat ?
Due to the wife wanting red interior, she cannot have heated seats, no idea why but there you are, so it would be an extra £300 just for the heated wipers, are these any good, and if the car pre conditions, do you need them.
Cheers if you can assist.
 
","
Bedworth147
"
14,"Charging schedule not needed for battery level, I've never had timer set but have always had battery indicator.
Has worked better since 17.01.2021 when it released update. Try reinstalling app.
 
","
Yerman
"
15,"You select cabin conditioning from app, just make sure heat left at temperature you require when leaving vehicle.
 
","
Yerman
"
16,"You shouldn't need heat to wipers as the cabin heat should defrost this.
 
","
Yerman
"
17,"
Yes you can pre-condition the interior by using the Fiat App. I have the winter pack , seats are good
 
","
Cinquecento
"
0,"
just got a brand new 500e (passion model) and i have the app and can turn lights on, switch climate on etc ... should it also show tyre pressures, currently battery levels etc ... ? like it does on the advert ? 

any help would be greatly appreciated as i am pulling my hair out .... and the dealership are about as much use.
 
","
bighardyfamily
"
1,"
I have also just collected my Passion, so I feel your pain because I had the same issue.

However, after following some advice, I have now got the battery level indicator on the app. The resolution is to create a charge schedule on the car system (not the app). And then the battery state appears on the app.

However, I have not got tyre pressures either. Not sure how to resolve that one.
 
","
LaserTam
"
2,"
Great news, will give that a go tonight - why is this so difficult ! 

Thanks for the help .....
 
","
bighardyfamily
"
3,"It seems there have been a fair few issues with the software on these cars. Nothing I've heard actually stops you being able to use it, but are just a bit of an inconvenience/annoying.
 
","
LaserTam
"
4,"
I empathise . Had similar issues . My dealer was useless and I turned to Fiat Customer Services for issues . Yes software problems do continue . eg. I frequently have to to reset the radio to get the live traffic information to show on the navigation system. 
I love the car and using more than I expected as this is our town car. Usually charge at home on Octopus Go , but do use free chargers at retail centres where/when available.

La Prima , Electric sunroof ,Winter Pack , Alarm
 
","
Cinquecento
"
5,"
1 week owner of a 500 La Prima, we love it. Same issues re above contacted Fiat by email still waiting......Tried schedule tip, worked immediately, battery level now on app. Thanks for the heads up
 
","
Bobbybarlow
"
6,"
I'm getting the tips from the Fiat 500e UK Facebook group. Might be worth joining.
 
","
LaserTam
"
7,"
Thanks for that, just joined up the Facebook group.
 
","
Cinquecento
"
8,"Good morning! Would you be able to share the link for the page on Facebook please? I can’t seem to find it. Thank you
 
","
Sofiak
"
9,"It's called Fiat 500 Electric UK
 
","
LaserTam
"
10,"Thank you! Got it 
 
","
Sofiak
"
11,"








Fiat 500 Electric UK | Facebook


A free UK based club to discuss the new Fiat 500 Electric - from ordering to ownership and to share advice and support.




www.facebook.com




A useful group
 
","
Cinquecento
"
12,"Hi, two months on, sorry, we have a LaPrima purchased in August last year. As I spent 35 years in the motor trade, a Fiat dealership being one of them. I have found many things which aren't in the so called handbook. The vehicle has been plagued with issues so it's more than likely Iv'e come across most of the problems that are thrown up . Let me know..
 
","
Yerman
"
13,"Hi, I am looking to swap the wifes car from a kia picanto to the fiat 500 electric Red edition. I am used to electric as i have had an Ipace for the last year. Does the fiat have programmable pre conditioning so the the heater comes on at a set time each day, can it be set via an app and manually in the car ?
My ipace has a heated screen but i have never used it as i set preconditioning every day before going to work, would this work the same in the fiat ?
Due to the wife wanting red interior, she cannot have heated seats, no idea why but there you are, so it would be an extra £300 just for the heated wipers, are these any good, and if the car pre conditions, do you need them.
Cheers if you can assist.
 
","
Bedworth147
"
14,"Charging schedule not needed for battery level, I've never had timer set but have always had battery indicator.
Has worked better since 17.01.2021 when it released update. Try reinstalling app.
 
","
Yerman
"
15,"You select cabin conditioning from app, just make sure heat left at temperature you require when leaving vehicle.
 
","
Yerman
"
16,"You shouldn't need heat to wipers as the cabin heat should defrost this.
 
","
Yerman
"
17,"
Yes you can pre-condition the interior by using the Fiat App. I have the winter pack , seats are good
 
","
Cinquecento
"
0,"
I enjoy driving our little Fiat 500e over in California and feel one of these would make a perfect runabout when we are over in the UK. Most of the non EV parts are standard Fiat 500 so in theory it shouldn't be too expensive to maintain standard wear items, tyres, brakes, wipers etc. Some inexpensive reliable Fiat 500e 2013 models here in California can be found for less than $5000. Looking at the cost to ship from the US to the UK should be less than $1000 according to : How Much Does Shipping a Car Overseas Cost? - CostHelper

Once this pandemic has declined, I'm sorely tempted to buy another 500e then pack up our current 500e for the UK but not sure about the current UK car inspection requirements. Looking at the VAT impact it should be zero as it has been owned by us outside the EU (if that even matters anymore) for almost two years. Essentially everything except the drive train and some of the trim is standard Fiat 500 especially safety elements so I would think there would be no additional inspection items required?

Here's an example of a 2016 500e for $5991 https://www.cars.com/vehicledetail/detail/828502330/overview/

Any thoughts - or am I totally crazy?
 
","
Wastedspacer
"
1,"If you want an EV runabout in the UK, plenty of used Zoe's to choose from.
 
","
freddym
"
2,"
Crazy! perhaps a bit too much time in that Californian sun.

A car with the steering wheel on the wrong side, will not make a convenient city runabout!
Not to mention and shipping costs and import duties will probably cost the same as several monthly car payments
 
","
Hairy Leafer
"
3,"
Well plenty of Chevys and Mustangs get imported with no trouble. You just need to get an estimate of taxes and duties from a shipping company. There are specialists around who can handle all the paperwork to import.

I wouldn't worry about the steering wheel on the other side - you get used to it.

But after all the cost, it might be cheaper and easier to get a Zoe/VW eUp or similar. As suggested above.

Or wait until Fiat release the new e500 in the UK, with some good PCP deals.
 
","
cah197
"
4,"Really? It’s a Fiat 500, not a Range Rover, what problems do you forsee with it being LHD?!
 
","
Kiltox
"
5,"
Sounds like a great idea, until you have an issue with the HV system and there is no one in the UK who has ever see one before... that would be my worry

So if you are the adventurous sort and don't mind the odd headache you will have a cheap and fun city runabout.

Like that car and want to keep it, do it, I had a mate who emigrated to Australia in the 80s and he took his beloved Daimler Sovereign Coupe there with him, the price I recall was higher than you are paying now! Bloke from work went to Australia a few years ago and took his RS4 with him exactly for the same reason.
 
","
Biffa
"
6,"
As it will be permanently imported it will have to be fitted with UK legal lights which may or may not be cheap to do. I know someone who got badly stung by this with a Jaguar which he though would save him money over UK prices but ended up being more expensive. I think there is also an import duty to pay unless it is over a certain age.
 
","
Gt6k
"
7,"
Import duty will be the biggest problem I reckon. Unless there’s some kind of exemption for bringing over your own personal car (which I doubt).
 
","
Kiltox
"
8,"
When importing a car from the America to the UK, you can do so completely tax free if you have owned the car for at least six months and have lived outside the EU for over 12 months.

If these criteria don’t apply then cars built in the EU are subject to £50 duty and 20% VAT, based on the amount you paid for the car, with those built outside of the EU coming in at 10% duty and 20% VAT.

Most cars that are over 30 years old will qualify for 5% import VAT and no duty when being imported, providing they haven’t been significantly modified from their original use and are not intended to be your daily driver.
 
","
Biffa
"
9,"
Always a good idea to get the pros and cons down on a piece of paper and cost against alternatives.
 
","
freddym
"
10,"It’s still a Fiat 500. I understand they are sold in the UK.
 
","
cah197
"
11,"
Indeed, note the bit above, given you were thinking of purchasing a second one, you really need to make sure it is going to fulfill the ownership criteria.

Biggest change at the back is a fog light, and not sure if the headlamps need replacing once you bring it over, but given the parts are likely shared with the UK 500 it should be easy enough to source them.
 
","
Biffa
"
12,"
Do it! 

There are lots of pros and cons here, but I expect that the reason you want it is more to do with the heart than the head. The main question for me would be if you have the time to do the research and paperwork etc, but it is a fun project and one that could be interesting.

p.s. Fancy bringing one over for me  Sounds perfect for bombing round town.
 
","
Panda
"
13,"roundabouts, lane changes, an increased chance on quiet roads that you might drive on the wrong side of the road, increased insurance costs, that reflect both increased collision risk and potential difficulty obtaining parts a fewer authorised repairers...

What advantages does bringing it over give you opposed to sourcing a local car?
 
","
Hairy Leafer
"
14,"
It’s not difficult to change lanes or navigate roundabouts in a small LHD car in the U.K.
 
","
Kiltox
"
15,"
Would it be considered rude to point out that Fiat are now taking orders for a much improved 500e to Europe & the UK for the 2021 model year?









New Fiat 500e hatchback: electric city car to cost £26,995 | Autocar


New hatchback version of reinvented electric-only city car now available to order in UK, joining convertible in expanded range




www.autocar.co.uk




 
","
WonkoTheSaneUK
"
16,"
Is it $5000 plus importation costs? or will it be more expensive than that?

So for an extra 20k you can have much improved..... I am assuming range, how much would that be per mile of additional and possibly un needed city car range.
 
","
Biffa
"
17,"
The California spec. Fiat 500e doesn't have rapid charging, but I suppose you already know that.
 
","
andrew*debbie
"
18,"...but it is easier in a rhd one!
If there was even a 1% increased risk of me doing harm to myself, a loved one or anyone else I wouldn't do it, but I'm not you.
If you have a strong emotional attachment to the car go for it
 
","
Hairy Leafer
"
19,"
Best to get an insurance quote too. Car is an oddball and some companies won't insure it.
 
","
andrew*debbie
"
0,"That’s just because it’s what you’re used to.
 
","
cah197
"
1,"Im sure you’re even less likely to cause harm if you take public transport instead, let’s ban cars!
 
","
Kiltox
"
2,"Ssssshh Boris might hear you...
 
","
Biffa
"
