,UserID,Username,Link of user profile,Num of posts per user,Discussion Date,User joined date
471,83879,Tandy0,https://www.speakev.com/members/tandy0.83879/,"1,896 ",4 mo ago,"Sep 11, 2019"
472,105197,Mark25810,https://www.speakev.com/members/mark25810.105197/,46 ,4 mo ago,5 mo ago
473,105197,Mark25810,https://www.speakev.com/members/mark25810.105197/,46 ,4 mo ago,5 mo ago
474,75416,,https://www.speakev.com/members/jeremy-harris.75416/,"12,436 ",4 mo ago,"Jan 3, 2019"
475,3499,SHL-Kelso,https://www.speakev.com/members/shl-kelso.3499/,705 ,4 mo ago,"Sep 1, 2015"
476,4866,BogieMan,https://www.speakev.com/members/bogieman.4866/,738 ,3 mo ago,"Feb 1, 2016"
477,102460,Ethanedwards,https://www.speakev.com/members/ethanedwards.102460/,54 ,3 mo ago,6 mo ago
478,13593,tophatron,https://www.speakev.com/members/tophatron.13593/,37 ,"Sep 4, 2020","Jan 25, 2017"
479,2505,cah197,https://www.speakev.com/members/cah197.2505/,"26,262 ","Sep 4, 2020","May 12, 2015"
480,13593,tophatron,https://www.speakev.com/members/tophatron.13593/,37 ,"Sep 4, 2020","Jan 25, 2017"
481,25425,Mickeypeach,https://www.speakev.com/members/mickeypeach.25425/,79 ,"Sep 9, 2020","May 8, 2017"
482,13593,tophatron,https://www.speakev.com/members/tophatron.13593/,37 ,"Sep 9, 2020","Jan 25, 2017"
483,2505,cah197,https://www.speakev.com/members/cah197.2505/,"26,262 ","Sep 9, 2020","May 12, 2015"
484,74132,E7EV,https://www.speakev.com/members/e7ev.74132/,"3,722 ","Oct 22, 2020","Nov 15, 2018"
485,2505,cah197,https://www.speakev.com/members/cah197.2505/,"26,262 ","Oct 26, 2020","May 12, 2015"
486,13593,tophatron,https://www.speakev.com/members/tophatron.13593/,37 ,"Oct 26, 2020","Jan 25, 2017"
487,80086,WonkoTheSaneUK,https://www.speakev.com/members/wonkothesaneuk.80086/,"5,101 ","Oct 26, 2020","May 28, 2019"
488,71,proddick,https://www.speakev.com/members/proddick.71/,"12,481 ","Oct 26, 2020","Feb 2, 2012"
489,2505,cah197,https://www.speakev.com/members/cah197.2505/,"26,262 ","Oct 26, 2020","May 12, 2015"
490,13593,tophatron,https://www.speakev.com/members/tophatron.13593/,37 ,"Oct 26, 2020","Jan 25, 2017"
491,71,proddick,https://www.speakev.com/members/proddick.71/,"12,481 ","Oct 26, 2020","Feb 2, 2012"
492,2505,cah197,https://www.speakev.com/members/cah197.2505/,"26,262 ","Oct 26, 2020","May 12, 2015"
493,71,proddick,https://www.speakev.com/members/proddick.71/,"12,481 ","Oct 26, 2020","Feb 2, 2012"
494,93109,Wastedspacer,https://www.speakev.com/members/wastedspacer.93109/,15 ,"Nov 19, 2020","Nov 19, 2020"
495,41433,freddym,https://www.speakev.com/members/freddym.41433/,"8,857 ","Nov 19, 2020","Oct 14, 2017"
496,1937,Hairy Leafer,https://www.speakev.com/members/hairy-leafer.1937/,"1,227 ","Nov 19, 2020","Feb 26, 2015"
497,2505,cah197,https://www.speakev.com/members/cah197.2505/,"26,262 ","Nov 19, 2020","May 12, 2015"
498,91640,Kiltox,https://www.speakev.com/members/kiltox.91640/,393 ,"Nov 19, 2020","Sep 12, 2020"
499,5634,Biffa,https://www.speakev.com/members/biffa.5634/,"3,033 ","Nov 19, 2020","Apr 10, 2016"
500,85303,Gt6k,https://www.speakev.com/members/gt6k.85303/,322 ,"Nov 19, 2020","Dec 22, 2019"
501,91640,Kiltox,https://www.speakev.com/members/kiltox.91640/,393 ,"Nov 19, 2020","Sep 12, 2020"
502,5634,Biffa,https://www.speakev.com/members/biffa.5634/,"3,033 ","Nov 19, 2020","Apr 10, 2016"
503,41433,freddym,https://www.speakev.com/members/freddym.41433/,"8,857 ","Nov 19, 2020","Oct 14, 2017"
504,2505,cah197,https://www.speakev.com/members/cah197.2505/,"26,262 ","Nov 19, 2020","May 12, 2015"
505,5634,Biffa,https://www.speakev.com/members/biffa.5634/,"3,033 ","Nov 19, 2020","Apr 10, 2016"
506,5427,Panda,https://www.speakev.com/members/panda.5427/,"1,192 ","Nov 19, 2020","Mar 22, 2016"
507,1937,Hairy Leafer,https://www.speakev.com/members/hairy-leafer.1937/,"1,227 ","Nov 19, 2020","Feb 26, 2015"
508,91640,Kiltox,https://www.speakev.com/members/kiltox.91640/,393 ,"Nov 19, 2020","Sep 12, 2020"
509,80086,WonkoTheSaneUK,https://www.speakev.com/members/wonkothesaneuk.80086/,"5,101 ","Nov 19, 2020","May 28, 2019"
510,5634,Biffa,https://www.speakev.com/members/biffa.5634/,"3,033 ","Nov 19, 2020","Apr 10, 2016"
511,416,andrew*debbie,https://www.speakev.com/members/andrew-debbie.416/,"12,612 ","Nov 19, 2020","Mar 12, 2014"
512,1937,Hairy Leafer,https://www.speakev.com/members/hairy-leafer.1937/,"1,227 ","Nov 19, 2020","Feb 26, 2015"
513,416,andrew*debbie,https://www.speakev.com/members/andrew-debbie.416/,"12,612 ","Nov 19, 2020","Mar 12, 2014"
514,2505,cah197,https://www.speakev.com/members/cah197.2505/,"26,262 ","Nov 19, 2020","May 12, 2015"
515,91640,Kiltox,https://www.speakev.com/members/kiltox.91640/,393 ,"Nov 19, 2020","Sep 12, 2020"
516,5634,Biffa,https://www.speakev.com/members/biffa.5634/,"3,033 ","Nov 19, 2020","Apr 10, 2016"
517,91640,Kiltox,https://www.speakev.com/members/kiltox.91640/,393 ,"Nov 19, 2020","Sep 12, 2020"
518,5634,Biffa,https://www.speakev.com/members/biffa.5634/,"3,033 ","Nov 19, 2020","Apr 10, 2016"
519,1937,Hairy Leafer,https://www.speakev.com/members/hairy-leafer.1937/,"1,227 ","Nov 19, 2020","Feb 26, 2015"
520,86365,cdlb,https://www.speakev.com/members/cdlb.86365/,676 ,"Nov 19, 2020","Feb 15, 2020"
521,71,proddick,https://www.speakev.com/members/proddick.71/,"12,481 ","Nov 19, 2020","Feb 2, 2012"
522,2505,cah197,https://www.speakev.com/members/cah197.2505/,"26,262 ","Nov 19, 2020","May 12, 2015"
523,2505,cah197,https://www.speakev.com/members/cah197.2505/,"26,262 ","Nov 19, 2020","May 12, 2015"
524,83879,Tandy0,https://www.speakev.com/members/tandy0.83879/,"1,896 ","Nov 19, 2020","Sep 11, 2019"
525,71,proddick,https://www.speakev.com/members/proddick.71/,"12,481 ","Nov 19, 2020","Feb 2, 2012"
526,2505,cah197,https://www.speakev.com/members/cah197.2505/,"26,262 ","Nov 19, 2020","May 12, 2015"
527,777,Rory166,https://www.speakev.com/members/rory166.777/,"2,227 ","Nov 19, 2020","Jul 6, 2014"
528,2505,cah197,https://www.speakev.com/members/cah197.2505/,"26,262 ","Nov 19, 2020","May 12, 2015"
529,5634,Biffa,https://www.speakev.com/members/biffa.5634/,"3,033 ","Nov 19, 2020","Apr 10, 2016"
530,777,Rory166,https://www.speakev.com/members/rory166.777/,"2,227 ","Nov 19, 2020","Jul 6, 2014"
531,76248,Blanik,https://www.speakev.com/members/blanik.76248/,450 ,"Nov 19, 2020","Jan 30, 2019"
532,93109,Wastedspacer,https://www.speakev.com/members/wastedspacer.93109/,15 ,"Nov 19, 2020","Nov 19, 2020"
533,93109,Wastedspacer,https://www.speakev.com/members/wastedspacer.93109/,15 ,"Nov 19, 2020","Nov 19, 2020"
534,93109,Wastedspacer,https://www.speakev.com/members/wastedspacer.93109/,15 ,"Nov 19, 2020","Nov 19, 2020"
535,93109,Wastedspacer,https://www.speakev.com/members/wastedspacer.93109/,15 ,"Nov 19, 2020","Nov 19, 2020"
536,93109,Wastedspacer,https://www.speakev.com/members/wastedspacer.93109/,15 ,"Nov 19, 2020","Nov 19, 2020"
537,93109,Wastedspacer,https://www.speakev.com/members/wastedspacer.93109/,15 ,"Nov 19, 2020","Nov 19, 2020"
538,93109,Wastedspacer,https://www.speakev.com/members/wastedspacer.93109/,15 ,"Nov 19, 2020","Nov 19, 2020"
539,93109,Wastedspacer,https://www.speakev.com/members/wastedspacer.93109/,15 ,"Nov 19, 2020","Nov 19, 2020"
540,93109,Wastedspacer,https://www.speakev.com/members/wastedspacer.93109/,15 ,"Nov 19, 2020","Nov 19, 2020"
541,86365,cdlb,https://www.speakev.com/members/cdlb.86365/,676 ,"Nov 19, 2020","Feb 15, 2020"
542,80086,WonkoTheSaneUK,https://www.speakev.com/members/wonkothesaneuk.80086/,"5,101 ","Nov 20, 2020","May 28, 2019"
543,13593,tophatron,https://www.speakev.com/members/tophatron.13593/,37 ,"Nov 23, 2020","Jan 25, 2017"
544,83881,Cripes,https://www.speakev.com/members/cripes.83881/,9 ,"Dec 21, 2020","Sep 12, 2019"
545,247,Charlie S,https://www.speakev.com/members/charlie-s.247/,549 ,"Dec 21, 2020","Dec 6, 2013"
546,3413,Oilymo,https://www.speakev.com/members/oilymo.3413/,343 ,"Dec 27, 2020","Aug 22, 2015"
547,25425,Mickeypeach,https://www.speakev.com/members/mickeypeach.25425/,79 ,"Jan 7, 2021","May 8, 2017"
548,23281,RichT,https://www.speakev.com/members/richt.23281/,48 ,"Jan 7, 2021","Apr 15, 2017"
549,3413,Oilymo,https://www.speakev.com/members/oilymo.3413/,343 ,"Jan 8, 2021","Aug 22, 2015"
550,3413,Oilymo,https://www.speakev.com/members/oilymo.3413/,343 ,"Jan 8, 2021","Aug 22, 2015"
551,86833,Spenda73,https://www.speakev.com/members/spenda73.86833/,53 ,"Jan 9, 2021","Mar 7, 2020"
552,85581,alegar,https://www.speakev.com/members/alegar.85581/,520 ,"Jan 10, 2021","Jan 14, 2020"
553,3413,Oilymo,https://www.speakev.com/members/oilymo.3413/,343 ,"Jan 10, 2021","Aug 22, 2015"
554,2505,cah197,https://www.speakev.com/members/cah197.2505/,"26,262 ","Jan 10, 2021","May 12, 2015"
555,23281,RichT,https://www.speakev.com/members/richt.23281/,48 ,"Jan 10, 2021","Apr 15, 2017"
556,3413,Oilymo,https://www.speakev.com/members/oilymo.3413/,343 ,"Jan 11, 2021","Aug 22, 2015"
557,23281,RichT,https://www.speakev.com/members/richt.23281/,48 ,"Jan 11, 2021","Apr 15, 2017"
558,25425,Mickeypeach,https://www.speakev.com/members/mickeypeach.25425/,79 ,"Apr 19, 2021","May 8, 2017"
559,3413,Oilymo,https://www.speakev.com/members/oilymo.3413/,343 ,"Apr 19, 2021","Aug 22, 2015"
560,7126,MarkyM,https://www.speakev.com/members/markym.7126/,782 ,"Apr 19, 2021","Sep 3, 2016"
561,7126,MarkyM,https://www.speakev.com/members/markym.7126/,782 ,"Apr 21, 2021","Sep 3, 2016"
562,96301,EVConvert,https://www.speakev.com/members/evconvert.96301/,2 ,"May 7, 2021","May 7, 2021"
563,25425,Mickeypeach,https://www.speakev.com/members/mickeypeach.25425/,79 ,"May 7, 2021","May 8, 2017"
564,3413,Oilymo,https://www.speakev.com/members/oilymo.3413/,343 ,"May 7, 2021","Aug 22, 2015"
565,25425,Mickeypeach,https://www.speakev.com/members/mickeypeach.25425/,79 ,"May 10, 2021","May 8, 2017"
566,7126,MarkyM,https://www.speakev.com/members/markym.7126/,782 ,"May 10, 2021","Sep 3, 2016"
567,7441,Zzb,https://www.speakev.com/members/zzb.7441/,124 ,"May 10, 2021","Oct 4, 2016"
568,7126,MarkyM,https://www.speakev.com/members/markym.7126/,782 ,"May 10, 2021","Sep 3, 2016"
569,25425,Mickeypeach,https://www.speakev.com/members/mickeypeach.25425/,79 ,"May 11, 2021","May 8, 2017"
570,3413,Oilymo,https://www.speakev.com/members/oilymo.3413/,343 ,"May 11, 2021","Aug 22, 2015"
571,7441,Zzb,https://www.speakev.com/members/zzb.7441/,124 ,"May 15, 2021","Oct 4, 2016"
572,28033,Ralkbirdy,https://www.speakev.com/members/ralkbirdy.28033/,"1,621 ","May 15, 2021","Jun 5, 2017"
573,7441,Zzb,https://www.speakev.com/members/zzb.7441/,124 ,"May 16, 2021","Oct 4, 2016"
574,7441,Zzb,https://www.speakev.com/members/zzb.7441/,124 ,"May 16, 2021","Oct 4, 2016"
575,97971,djh82uk,https://www.speakev.com/members/djh82uk.97971/,3 ,11 mo ago,11 mo ago
576,97982,Moxxie,https://www.speakev.com/members/moxxie.97982/,2 ,11 mo ago,11 mo ago
577,7441,Zzb,https://www.speakev.com/members/zzb.7441/,124 ,11 mo ago,"Oct 4, 2016"
578,7441,Zzb,https://www.speakev.com/members/zzb.7441/,124 ,10 mo ago,"Oct 4, 2016"
579,15145,.Tom.,https://www.speakev.com/members/tom.15145/,134 ,10 mo ago,"Feb 5, 2017"
580,3413,Oilymo,https://www.speakev.com/members/oilymo.3413/,343 ,10 mo ago,"Aug 22, 2015"
581,83881,Cripes,https://www.speakev.com/members/cripes.83881/,9 ,"Dec 21, 2020","Sep 12, 2019"
582,247,Charlie S,https://www.speakev.com/members/charlie-s.247/,549 ,"Dec 21, 2020","Dec 6, 2013"
583,3413,Oilymo,https://www.speakev.com/members/oilymo.3413/,343 ,"Dec 27, 2020","Aug 22, 2015"
584,25425,Mickeypeach,https://www.speakev.com/members/mickeypeach.25425/,79 ,"Jan 7, 2021","May 8, 2017"
585,23281,RichT,https://www.speakev.com/members/richt.23281/,48 ,"Jan 7, 2021","Apr 15, 2017"
586,3413,Oilymo,https://www.speakev.com/members/oilymo.3413/,343 ,"Jan 8, 2021","Aug 22, 2015"
587,3413,Oilymo,https://www.speakev.com/members/oilymo.3413/,343 ,"Jan 8, 2021","Aug 22, 2015"
588,86833,Spenda73,https://www.speakev.com/members/spenda73.86833/,53 ,"Jan 9, 2021","Mar 7, 2020"
589,85581,alegar,https://www.speakev.com/members/alegar.85581/,520 ,"Jan 10, 2021","Jan 14, 2020"
590,3413,Oilymo,https://www.speakev.com/members/oilymo.3413/,343 ,"Jan 10, 2021","Aug 22, 2015"
591,2505,cah197,https://www.speakev.com/members/cah197.2505/,"26,262 ","Jan 10, 2021","May 12, 2015"
592,23281,RichT,https://www.speakev.com/members/richt.23281/,48 ,"Jan 10, 2021","Apr 15, 2017"
593,3413,Oilymo,https://www.speakev.com/members/oilymo.3413/,343 ,"Jan 11, 2021","Aug 22, 2015"
594,23281,RichT,https://www.speakev.com/members/richt.23281/,48 ,"Jan 11, 2021","Apr 15, 2017"
595,25425,Mickeypeach,https://www.speakev.com/members/mickeypeach.25425/,79 ,"Apr 19, 2021","May 8, 2017"
596,3413,Oilymo,https://www.speakev.com/members/oilymo.3413/,343 ,"Apr 19, 2021","Aug 22, 2015"
597,7126,MarkyM,https://www.speakev.com/members/markym.7126/,782 ,"Apr 19, 2021","Sep 3, 2016"
598,7126,MarkyM,https://www.speakev.com/members/markym.7126/,782 ,"Apr 21, 2021","Sep 3, 2016"
599,96301,EVConvert,https://www.speakev.com/members/evconvert.96301/,2 ,"May 7, 2021","May 7, 2021"
600,25425,Mickeypeach,https://www.speakev.com/members/mickeypeach.25425/,79 ,"May 7, 2021","May 8, 2017"
601,3413,Oilymo,https://www.speakev.com/members/oilymo.3413/,343 ,"May 7, 2021","Aug 22, 2015"
602,25425,Mickeypeach,https://www.speakev.com/members/mickeypeach.25425/,79 ,"May 10, 2021","May 8, 2017"
603,7126,MarkyM,https://www.speakev.com/members/markym.7126/,782 ,"May 10, 2021","Sep 3, 2016"
604,7441,Zzb,https://www.speakev.com/members/zzb.7441/,124 ,"May 10, 2021","Oct 4, 2016"
605,7126,MarkyM,https://www.speakev.com/members/markym.7126/,782 ,"May 10, 2021","Sep 3, 2016"
606,25425,Mickeypeach,https://www.speakev.com/members/mickeypeach.25425/,79 ,"May 11, 2021","May 8, 2017"
607,3413,Oilymo,https://www.speakev.com/members/oilymo.3413/,343 ,"May 11, 2021","Aug 22, 2015"
608,7441,Zzb,https://www.speakev.com/members/zzb.7441/,124 ,"May 15, 2021","Oct 4, 2016"
609,28033,Ralkbirdy,https://www.speakev.com/members/ralkbirdy.28033/,"1,621 ","May 15, 2021","Jun 5, 2017"
610,7441,Zzb,https://www.speakev.com/members/zzb.7441/,124 ,"May 16, 2021","Oct 4, 2016"
611,7441,Zzb,https://www.speakev.com/members/zzb.7441/,124 ,"May 16, 2021","Oct 4, 2016"
612,97971,djh82uk,https://www.speakev.com/members/djh82uk.97971/,3 ,11 mo ago,11 mo ago
613,97982,Moxxie,https://www.speakev.com/members/moxxie.97982/,2 ,11 mo ago,11 mo ago
614,7441,Zzb,https://www.speakev.com/members/zzb.7441/,124 ,11 mo ago,"Oct 4, 2016"
615,7441,Zzb,https://www.speakev.com/members/zzb.7441/,124 ,10 mo ago,"Oct 4, 2016"
616,15145,.Tom.,https://www.speakev.com/members/tom.15145/,134 ,10 mo ago,"Feb 5, 2017"
617,3413,Oilymo,https://www.speakev.com/members/oilymo.3413/,343 ,10 mo ago,"Aug 22, 2015"
618,93109,Wastedspacer,https://www.speakev.com/members/wastedspacer.93109/,15 ,"Nov 19, 2020","Nov 19, 2020"
619,41433,freddym,https://www.speakev.com/members/freddym.41433/,"8,857 ","Nov 19, 2020","Oct 14, 2017"
620,1937,Hairy Leafer,https://www.speakev.com/members/hairy-leafer.1937/,"1,227 ","Nov 19, 2020","Feb 26, 2015"
621,2505,cah197,https://www.speakev.com/members/cah197.2505/,"26,262 ","Nov 19, 2020","May 12, 2015"
622,91640,Kiltox,https://www.speakev.com/members/kiltox.91640/,393 ,"Nov 19, 2020","Sep 12, 2020"
623,5634,Biffa,https://www.speakev.com/members/biffa.5634/,"3,033 ","Nov 19, 2020","Apr 10, 2016"
624,85303,Gt6k,https://www.speakev.com/members/gt6k.85303/,322 ,"Nov 19, 2020","Dec 22, 2019"
625,91640,Kiltox,https://www.speakev.com/members/kiltox.91640/,393 ,"Nov 19, 2020","Sep 12, 2020"
626,5634,Biffa,https://www.speakev.com/members/biffa.5634/,"3,033 ","Nov 19, 2020","Apr 10, 2016"
627,41433,freddym,https://www.speakev.com/members/freddym.41433/,"8,857 ","Nov 19, 2020","Oct 14, 2017"
628,2505,cah197,https://www.speakev.com/members/cah197.2505/,"26,262 ","Nov 19, 2020","May 12, 2015"
629,5634,Biffa,https://www.speakev.com/members/biffa.5634/,"3,033 ","Nov 19, 2020","Apr 10, 2016"
630,5427,Panda,https://www.speakev.com/members/panda.5427/,"1,192 ","Nov 19, 2020","Mar 22, 2016"
631,1937,Hairy Leafer,https://www.speakev.com/members/hairy-leafer.1937/,"1,227 ","Nov 19, 2020","Feb 26, 2015"
632,91640,Kiltox,https://www.speakev.com/members/kiltox.91640/,393 ,"Nov 19, 2020","Sep 12, 2020"
633,80086,WonkoTheSaneUK,https://www.speakev.com/members/wonkothesaneuk.80086/,"5,101 ","Nov 19, 2020","May 28, 2019"
634,5634,Biffa,https://www.speakev.com/members/biffa.5634/,"3,033 ","Nov 19, 2020","Apr 10, 2016"
635,416,andrew*debbie,https://www.speakev.com/members/andrew-debbie.416/,"12,612 ","Nov 19, 2020","Mar 12, 2014"
636,1937,Hairy Leafer,https://www.speakev.com/members/hairy-leafer.1937/,"1,227 ","Nov 19, 2020","Feb 26, 2015"
637,416,andrew*debbie,https://www.speakev.com/members/andrew-debbie.416/,"12,612 ","Nov 19, 2020","Mar 12, 2014"
638,2505,cah197,https://www.speakev.com/members/cah197.2505/,"26,262 ","Nov 19, 2020","May 12, 2015"
639,91640,Kiltox,https://www.speakev.com/members/kiltox.91640/,393 ,"Nov 19, 2020","Sep 12, 2020"
640,5634,Biffa,https://www.speakev.com/members/biffa.5634/,"3,033 ","Nov 19, 2020","Apr 10, 2016"
641,91640,Kiltox,https://www.speakev.com/members/kiltox.91640/,393 ,"Nov 19, 2020","Sep 12, 2020"
642,5634,Biffa,https://www.speakev.com/members/biffa.5634/,"3,033 ","Nov 19, 2020","Apr 10, 2016"
643,1937,Hairy Leafer,https://www.speakev.com/members/hairy-leafer.1937/,"1,227 ","Nov 19, 2020","Feb 26, 2015"
644,86365,cdlb,https://www.speakev.com/members/cdlb.86365/,676 ,"Nov 19, 2020","Feb 15, 2020"
645,71,proddick,https://www.speakev.com/members/proddick.71/,"12,481 ","Nov 19, 2020","Feb 2, 2012"
646,2505,cah197,https://www.speakev.com/members/cah197.2505/,"26,262 ","Nov 19, 2020","May 12, 2015"
647,2505,cah197,https://www.speakev.com/members/cah197.2505/,"26,262 ","Nov 19, 2020","May 12, 2015"
648,83879,Tandy0,https://www.speakev.com/members/tandy0.83879/,"1,896 ","Nov 19, 2020","Sep 11, 2019"
649,71,proddick,https://www.speakev.com/members/proddick.71/,"12,481 ","Nov 19, 2020","Feb 2, 2012"
650,2505,cah197,https://www.speakev.com/members/cah197.2505/,"26,262 ","Nov 19, 2020","May 12, 2015"
651,777,Rory166,https://www.speakev.com/members/rory166.777/,"2,227 ","Nov 19, 2020","Jul 6, 2014"
652,2505,cah197,https://www.speakev.com/members/cah197.2505/,"26,262 ","Nov 19, 2020","May 12, 2015"
653,5634,Biffa,https://www.speakev.com/members/biffa.5634/,"3,033 ","Nov 19, 2020","Apr 10, 2016"
654,777,Rory166,https://www.speakev.com/members/rory166.777/,"2,227 ","Nov 19, 2020","Jul 6, 2014"
655,76248,Blanik,https://www.speakev.com/members/blanik.76248/,450 ,"Nov 19, 2020","Jan 30, 2019"
656,93109,Wastedspacer,https://www.speakev.com/members/wastedspacer.93109/,15 ,"Nov 19, 2020","Nov 19, 2020"
657,93109,Wastedspacer,https://www.speakev.com/members/wastedspacer.93109/,15 ,"Nov 19, 2020","Nov 19, 2020"
658,93109,Wastedspacer,https://www.speakev.com/members/wastedspacer.93109/,15 ,"Nov 19, 2020","Nov 19, 2020"
659,93109,Wastedspacer,https://www.speakev.com/members/wastedspacer.93109/,15 ,"Nov 19, 2020","Nov 19, 2020"
660,93109,Wastedspacer,https://www.speakev.com/members/wastedspacer.93109/,15 ,"Nov 19, 2020","Nov 19, 2020"
661,93109,Wastedspacer,https://www.speakev.com/members/wastedspacer.93109/,15 ,"Nov 19, 2020","Nov 19, 2020"
662,93109,Wastedspacer,https://www.speakev.com/members/wastedspacer.93109/,15 ,"Nov 19, 2020","Nov 19, 2020"
663,93109,Wastedspacer,https://www.speakev.com/members/wastedspacer.93109/,15 ,"Nov 19, 2020","Nov 19, 2020"
664,93109,Wastedspacer,https://www.speakev.com/members/wastedspacer.93109/,15 ,"Nov 19, 2020","Nov 19, 2020"
665,86365,cdlb,https://www.speakev.com/members/cdlb.86365/,676 ,"Nov 19, 2020","Feb 15, 2020"
666,80086,WonkoTheSaneUK,https://www.speakev.com/members/wonkothesaneuk.80086/,"5,101 ","Nov 20, 2020","May 28, 2019"
667,13593,tophatron,https://www.speakev.com/members/tophatron.13593/,37 ,"Nov 23, 2020","Jan 25, 2017"
668,105852,tonyellis56,https://www.speakev.com/members/tonyellis56.105852/,8 ,4 mo ago,4 mo ago
669,84466,dk6780,https://www.speakev.com/members/dk6780.84466/,"11,027 ",4 mo ago,"Oct 24, 2019"
670,1947,,https://www.speakev.com/members/viridian-ev.1947/,80 ,4 mo ago,"Feb 27, 2015"
671,100409,Jjr,https://www.speakev.com/members/jjr.100409/,7 ,4 mo ago,8 mo ago
672,105852,tonyellis56,https://www.speakev.com/members/tonyellis56.105852/,8 ,4 mo ago,4 mo ago
673,105852,tonyellis56,https://www.speakev.com/members/tonyellis56.105852/,8 ,4 mo ago,4 mo ago
674,41433,freddym,https://www.speakev.com/members/freddym.41433/,"8,857 ",4 mo ago,"Oct 14, 2017"
675,105852,tonyellis56,https://www.speakev.com/members/tonyellis56.105852/,8 ,4 mo ago,4 mo ago
676,84466,dk6780,https://www.speakev.com/members/dk6780.84466/,"11,027 ",4 mo ago,"Oct 24, 2019"
677,83879,Tandy0,https://www.speakev.com/members/tandy0.83879/,"1,896 ",4 mo ago,"Sep 11, 2019"
678,41433,freddym,https://www.speakev.com/members/freddym.41433/,"8,857 ",4 mo ago,"Oct 14, 2017"
679,41433,freddym,https://www.speakev.com/members/freddym.41433/,"8,857 ",4 mo ago,"Oct 14, 2017"
680,93356,whyone,https://www.speakev.com/members/whyone.93356/,108 ,4 mo ago,"Dec 7, 2020"
681,41433,freddym,https://www.speakev.com/members/freddym.41433/,"8,857 ",4 mo ago,"Oct 14, 2017"
682,105852,tonyellis56,https://www.speakev.com/members/tonyellis56.105852/,8 ,4 mo ago,4 mo ago
683,105852,tonyellis56,https://www.speakev.com/members/tonyellis56.105852/,8 ,4 mo ago,4 mo ago
684,105852,tonyellis56,https://www.speakev.com/members/tonyellis56.105852/,8 ,4 mo ago,4 mo ago
685,41433,freddym,https://www.speakev.com/members/freddym.41433/,"8,857 ",4 mo ago,"Oct 14, 2017"
686,75416,,https://www.speakev.com/members/jeremy-harris.75416/,"12,436 ",4 mo ago,"Jan 3, 2019"
687,75416,,https://www.speakev.com/members/jeremy-harris.75416/,"12,436 ",4 mo ago,"Jan 3, 2019"
688,7126,MarkyM,https://www.speakev.com/members/markym.7126/,782 ,"Apr 24, 2021","Sep 3, 2016"
689,49337,WillWord,https://www.speakev.com/members/willword.49337/,32 ,"Apr 24, 2021","Dec 23, 2017"
690,91962,idiotzoo,https://www.speakev.com/members/idiotzoo.91962/,"2,115 ","Apr 24, 2021","Sep 21, 2020"
691,7126,MarkyM,https://www.speakev.com/members/markym.7126/,782 ,"Apr 24, 2021","Sep 3, 2016"
692,13593,tophatron,https://www.speakev.com/members/tophatron.13593/,37 ,"Apr 24, 2021","Jan 25, 2017"
693,49337,WillWord,https://www.speakev.com/members/willword.49337/,32 ,"Apr 24, 2021","Dec 23, 2017"
694,3413,Oilymo,https://www.speakev.com/members/oilymo.3413/,343 ,"Apr 25, 2021","Aug 22, 2015"
695,7126,MarkyM,https://www.speakev.com/members/markym.7126/,782 ,"Apr 25, 2021","Sep 3, 2016"
696,13593,tophatron,https://www.speakev.com/members/tophatron.13593/,37 ,"Apr 25, 2021","Jan 25, 2017"
697,59017,Kronospace,https://www.speakev.com/members/kronospace.59017/,55 ,"Apr 25, 2021","Mar 11, 2018"
698,7126,MarkyM,https://www.speakev.com/members/markym.7126/,782 ,"Apr 25, 2021","Sep 3, 2016"
699,25425,Mickeypeach,https://www.speakev.com/members/mickeypeach.25425/,79 ,"Apr 26, 2021","May 8, 2017"
700,247,Charlie S,https://www.speakev.com/members/charlie-s.247/,549 ,"Apr 26, 2021","Dec 6, 2013"
701,7126,MarkyM,https://www.speakev.com/members/markym.7126/,782 ,"Apr 26, 2021","Sep 3, 2016"
702,25425,Mickeypeach,https://www.speakev.com/members/mickeypeach.25425/,79 ,"Apr 27, 2021","May 8, 2017"
703,5306,srichards,https://www.speakev.com/members/srichards.5306/,"9,404 ","Apr 27, 2021","Mar 10, 2016"
704,3413,Oilymo,https://www.speakev.com/members/oilymo.3413/,343 ,"Apr 27, 2021","Aug 22, 2015"
705,7126,MarkyM,https://www.speakev.com/members/markym.7126/,782 ,"May 21, 2021","Sep 3, 2016"
706,93109,Wastedspacer,https://www.speakev.com/members/wastedspacer.93109/,15 ,"Nov 19, 2020","Nov 19, 2020"
707,41433,freddym,https://www.speakev.com/members/freddym.41433/,"8,857 ","Nov 19, 2020","Oct 14, 2017"
708,1937,Hairy Leafer,https://www.speakev.com/members/hairy-leafer.1937/,"1,227 ","Nov 19, 2020","Feb 26, 2015"
709,2505,cah197,https://www.speakev.com/members/cah197.2505/,"26,262 ","Nov 19, 2020","May 12, 2015"
710,91640,Kiltox,https://www.speakev.com/members/kiltox.91640/,393 ,"Nov 19, 2020","Sep 12, 2020"
711,5634,Biffa,https://www.speakev.com/members/biffa.5634/,"3,033 ","Nov 19, 2020","Apr 10, 2016"
712,85303,Gt6k,https://www.speakev.com/members/gt6k.85303/,322 ,"Nov 19, 2020","Dec 22, 2019"
713,91640,Kiltox,https://www.speakev.com/members/kiltox.91640/,393 ,"Nov 19, 2020","Sep 12, 2020"
